MGI Gene/Marker ID	Symbol	Name	Chr	Qualifier	Annotated Term	Context	Proteoform	Evidence	Inferred From	Reference(s)
MGI:2147032	Ticam1	toll-like receptor adaptor molecule 1	17		positive regulation of nitric oxide biosynthetic process	regulates a function/process that happens in macrophage		IMP	MGI:2679794 	J:84896 	
MGI:1346060	Tlr2	toll-like receptor 2	3		nitric oxide metabolic process			ISO	RGD:735138 	J:155856 	
MGI:1346060	Tlr2	toll-like receptor 2	3		positive regulation of nitric oxide biosynthetic process	regulates a function/process that happens in brain		IMP	MGI:2178675 	J:104231 	
MGI:1346060	Tlr2	toll-like receptor 2	3		positive regulation of nitric oxide biosynthetic process	regulates a function/process that happens in peritoneal macrophage		IMP	MGI:2178675 	J:76115 	
MGI:96824	Tlr4	toll-like receptor 4	4		positive regulation of nitric oxide biosynthetic process	is a part of cellular response to amyloid-beta,regulates a function/process that happens in microglial cell,positively regulates neuron death		IGI	P05067 	J:158401 	
MGI:96824	Tlr4	toll-like receptor 4	4		positive regulation of nitric oxide biosynthetic process	regulates a function/process that happens in peritoneal macrophage		IMP	MGI:1860885 	J:76115 	
MGI:1858171	Tlr5	toll-like receptor 5	1		positive regulation of nitric oxide biosynthetic process			ISO	RGD:631351 	J:155856 	
MGI:1341296	Tlr6	toll-like receptor 6	5		nitric oxide metabolic process			ISO	RGD:1303030 	J:155856 	
MGI:1341296	Tlr6	toll-like receptor 6	5		positive regulation of nitric oxide biosynthetic process	is a part of cellular response to amyloid-beta,regulates a function/process that happens in microglial cell,positively regulates neuron death		IGI	O00206 P05067 P16671 	J:158401 	
MGI:104798	Tnf	tumor necrosis factor	17		positive regulation of nitric oxide biosynthetic process			ISO	P01375 	J:164563 	
MGI:3769724	Tomt	transmembrane O-methyltransferase	7		neurotransmitter catabolic process			IEA	KW-0531 	J:60000 	
MGI:98796	Tph1	tryptophan hydroxylase 1	7		serotonin biosynthetic process			IEA	IPR005963 	J:72247 	
MGI:98796	Tph1	tryptophan hydroxylase 1	7		serotonin biosynthetic process			IEA	KW-0724 	J:60000 	
MGI:2651811	Tph2	tryptophan hydroxylase 2	10		serotonin biosynthetic process			IEA	IPR005963 	J:72247 	
MGI:2651811	Tph2	tryptophan hydroxylase 2	10		serotonin biosynthetic process			IEA	KW-0724 	J:60000 	
MGI:2651811	Tph2	tryptophan hydroxylase 2	10		serotonin biosynthetic process from tryptophan			IC	GO:0004510 	J:82435 	
MGI:98823	Trh	thyrotropin releasing hormone	6		histamine metabolic process			IBA	PTN001048877 	J:265628 	
MGI:98823	Trh	thyrotropin releasing hormone	6		histamine metabolic process			ISO	RGD:3903 	J:155856 	
MGI:1341787	Trpv1	transient receptor potential cation channel, subfamily V, member 1	11		positive regulation of nitric oxide biosynthetic process			ISO	RGD:628841 	J:155856 	
MGI:88222	Tspo	translocator protein	15		negative regulation of nitric oxide biosynthetic process			ISO	RGD:2228 	J:155856 	
MGI:1925027	Ulbp1	UL16 binding protein 1	10		positive regulation of nitric oxide biosynthetic process			IDA		J:82077 	
MGI:2143535	Upb1	ureidopropionase, beta	10		beta-alanine biosynthetic process via 3-ureidopropionate			IBA	PTN000557641 	J:265628 	
MGI:2143535	Upb1	ureidopropionase, beta	10		beta-alanine biosynthetic process via 3-ureidopropionate			ISO	Q9UBR1 	J:164563 	
MGI:2143535	Upb1	ureidopropionase, beta	10		beta-alanine metabolic process			IBA	PTN000557641 	J:265628 	
MGI:2143535	Upb1	ureidopropionase, beta	10		beta-alanine metabolic process			ISO	RGD:620091 	J:155856 	
MGI:1921932	Wdr35	WD repeat domain 35	12		negative regulation of nitric oxide biosynthetic process			ISO	RGD:1564116 	J:155856 	
MGI:2385891	Zc3h12a	zinc finger CCCH type containing 12A	4		negative regulation of nitric oxide biosynthetic process			IDA		J:174994 	
MGI:2385891	Zc3h12a	zinc finger CCCH type containing 12A	4		negative regulation of nitric oxide biosynthetic process			ISO	Q5D1E8 	J:164563 	
MGI:2385891	Zc3h12a	zinc finger CCCH type containing 12A	4		negative regulation of nitric oxide biosynthetic process			ISS	Q5D1E8 	J:196097 	

